TIPO_REG,PAIS,P_DEPTO,P_S6P47B,P_S6P59_UNIF,P_S6P60,AREA_SEMBRADA,AREA_COSECHADA
4,170,63,1981,6.5679445766,12,2.3443366875,2.3443366875
4,170,63,1981,6.5679445766,12,5.5973128825,5.5973128825
4,170,63,1981,22.604049992,12,5.5973128825,5.5973128825
4,170,63,1981,,12,5.5973128825,0
4,170,63,1981,,12,5.5973128825,0
4,170,63,1981,,12,5.5973128825,0
4,170,63,1981,19.625346469,12,4.01663414,4.01663414
4,170,63,1981,6.5679445766,12,4.01663414,4.01663414
4,170,63,1981,6.9127590097,12,5.1358225377,5.1358225377
4,170,63,1981,6.9127590097,12,5.4800522829,5.4800522829
4,170,63,1981,6.9127590097,12,5.3713217104,5.3713217104
4,170,63,1981,6.9127590097,12,5.0584617443,5.0584617443
4,170,63,1981,6.9127590097,12,5.4447284448,5.4447284448
4,170,63,1981,6.9127590097,12,5.3298005817,5.3298005817
4,170,63,1981,6.9127590097,12,5.2430173537,5.2430173537
4,170,63,1981,6.9127590097,12,5.4447268951,5.4447268951
4,170,63,1981,6.9127590097,12,5.1518039566,5.1518039566
4,170,63,1981,6.9127590097,12,5.3210379328,5.3210379328
4,170,63,1981,6.5679445766,12,8.4164700167,8.4164700167
4,170,63,1981,9.9356946296,,8.4164700167,8.4164700167
4,170,63,1981,,12,0.2569545968,0
4,170,63,1981,6.5679445766,12,0.2569545968,0.2569545968
4,170,63,1981,1.44,12,0.2569545968,0.2569545968
4,170,63,1981,6.5679445766,12,4.9798477989,4.9798477989
4,170,63,1981,,12,0.7372311944,0
4,170,63,1981,1.08,12,0.7372311944,0.7372311944
4,170,63,1981,,12,0.7444833344,0
4,170,63,1981,6.5679445766,12,0.7444833344,0.7444833344
4,170,63,1981,6.5679445766,12,3.639420432,3.639420432
4,170,63,1981,9.078078098,12,0.01727714,0.01727714
4,170,63,1981,6.5679445766,12,1.0241897304,1.0241897304
4,170,63,1981,,12,1.0241897304,0
4,170,63,1981,1.08,12,1.0241897304,1.0241897304
4,170,63,1981,6.5679445766,12,6.8945752575,6.8945752575
4,170,63,1981,9.078078098,12,0.01007495,0.01007495
4,170,63,1981,,12,6.4716568564,0
4,170,63,1981,6.5679445766,12,6.4716568564,6.4716568564
4,170,63,1981,,12,6.4716568564,0
4,170,63,1981,6.5679445766,12,8.2633252953,8.2633252953
4,170,63,1981,6.5679445766,12,10.065553649,10.065553649
4,170,63,1981,6.5679445766,12,5.2645679041,5.2645679041
4,170,63,1981,6.5679445766,12,2.8612021523,2.8612021523
4,170,63,1981,,12,2.8612021523,0
4,170,63,1981,,12,2.8612021523,0
4,170,63,1981,,12,0.0368558676,0
4,170,63,1981,4.1567947079,12,0.0368558676,0.0368558676
4,170,63,1981,,12,4.7542990981,0
4,170,63,1981,6.5679445766,12,4.7542990981,4.7542990981
4,170,63,1981,1.44,12,4.7542990981,4.7542990981
4,170,63,1981,6.5679445766,12,4.232922272,4.232922272
4,170,63,1981,6.5679445766,12,2.116461136,2.116461136
4,170,63,1981,6.5679445766,12,2.116461136,2.116461136
4,170,63,1981,6.5679445766,12,3.9030403117,3.9030403117
4,170,63,1981,4.6680307864,12,3.5839505223,3.5839505223
4,170,63,1981,,12,1.7826872302,0
4,170,63,1981,25.081336711,12,1.7826872302,1.7826872302
4,170,63,1981,6.5679445766,12,1.7826872302,1.7826872302
4,170,63,1981,6.5679445766,12,0.2427770855,0.2427770855
4,170,63,1981,,12,0.2427770855,0
4,170,63,1981,0.72,12,0.2427770855,0.2427770855
4,170,63,1981,9.078078098,12,0.013152273,0.013152273
4,170,63,1981,6.5679445766,12,9.8198097843,9.8198097843
4,170,63,1981,,12,9.8198097843,0
4,170,63,1981,11.4,12,9.8198097843,9.8198097843
4,170,63,1981,0.72,12,0.8853583,0.8853583
4,170,63,1981,6.5679445766,12,0.8853583,0.8853583
4,170,63,1981,,12,0.8853583,0
4,170,63,1981,1.44,12,13.5416697,13.5416697
4,170,63,1981,1.08,12,96.09211463,96.09211463
4,170,63,1981,4.9678318255,12,3.1262705,3.1262705
4,170,63,1981,2.799827047,12,8.9094543193,8.9094543193
4,170,63,1981,,12,8.9094543193,0
4,170,63,1981,3.2409633031,12,8.9094543193,8.9094543193
4,170,63,1981,6.5679445766,12,8.9094543193,8.9094543193
4,170,63,1981,,12,8.9094543193,0
4,170,63,1981,23.834070796,12,8.9094543193,8.9094543193
4,170,63,1981,6.5679445766,12,0.1611999,0.1611999
4,170,63,1981,,12,0.1611999,0
4,170,63,1981,1.44,12,0.1611999,0.1611999
4,170,63,1981,,12,0.7519637,0
4,170,63,1981,,12,0.7519637,0
4,170,63,1981,3.5624672172,12,0.7519637,0.7519637
4,170,63,1981,6.5679445766,12,0.7519637,0.7519637
4,170,63,1981,,12,0.014096,0
4,170,63,1981,4.2294531213,12,0.014096,0.014096
4,170,63,1981,9.078078098,12,0.02802307,0.02802307
4,170,63,1981,9.078078098,12,3.4433061174,3.4433061174
4,170,63,1981,6.5679445766,12,3.4433061174,3.4433061174
4,170,63,1981,19.625346469,12,3.4433061174,3.4433061174
4,170,63,1981,6.5679445766,12,2.47091795,2.47091795
4,170,63,1981,9.078078098,12,2.47091795,2.47091795
4,170,63,1981,,12,4.637176573,0
4,170,63,1981,6.9127590097,12,4.6107148152,4.6107148152
4,170,63,1981,,12,4.6598945492,0
4,170,63,1981,6.9127590097,12,4.723564299,4.723564299
4,170,63,1981,,12,4.6115525654,0
4,170,63,1981,6.9127590097,12,4.8236375447,4.8236375447
4,170,63,1981,,12,4.5257097484,0
4,170,63,1981,22.949850987,12,0.9668504175,0.9668504175
4,170,63,1981,,12,0.9668504175,0
4,170,63,1981,,12,0.999136286,0
4,170,63,1981,21.345596907,12,0.999136286,0.999136286
4,170,63,1981,20.944926456,12,0.9977339067,0.9977339067
4,170,63,1981,,12,0.9977339067,0
4,170,63,1981,,12,1.0134934787,0
4,170,63,1981,24.026842145,12,1.0134934787,1.0134934787
4,170,63,1981,23.184953618,12,1.0023743887,1.0023743887
4,170,63,1981,,12,1.0023743887,0
4,170,63,1981,,12,1.0003381047,0
4,170,63,1981,24.297348235,12,1.0003381047,1.0003381047
4,170,63,1981,22.898857683,12,0.977648941,0.977648941
4,170,63,1981,,12,0.977648941,0
4,170,63,1981,23.392614371,12,0.9792043082,0.9792043082
4,170,63,1981,,12,0.9792043082,0
4,170,63,1981,24.854296737,12,1.0017280839,1.0017280839
4,170,63,1981,,12,1.0017280839,0
4,170,63,1981,,12,1.0070677382,0
4,170,63,1981,22.327881373,12,1.0070677382,1.0070677382
4,170,63,1981,,12,1.0383342055,0
4,170,63,1981,23.342632951,12,1.0383342055,1.0383342055
4,170,63,1981,22.699814545,12,1.0239245514,1.0239245514
4,170,63,1981,,12,1.0239245514,0
4,170,63,1981,,12,1.0060489579,0
4,170,63,1981,24.59620205,12,1.0060489579,1.0060489579
4,170,63,1981,24.131281226,12,0.9958544728,0.9958544728
4,170,63,1981,,12,0.9958544728,0
4,170,63,1981,23.533051634,12,0.9856603424,0.9856603424
4,170,63,1981,,12,0.9856603424,0
4,170,63,1981,23.77634872,12,1.0378327355,1.0378327355
4,170,63,1981,,12,1.0378327355,0
4,170,63,1981,,12,1.0054132195,0
4,170,63,1981,23.230381828,12,1.0054132195,1.0054132195
4,170,63,1981,24.409949106,12,1.0180536702,1.0180536702
4,170,63,1981,,12,1.0180536702,0
4,170,63,1981,,12,7.7366456937,0
4,170,63,1981,,12,7.7366456937,0
4,170,63,1981,6.5679445766,12,7.7366456937,7.7366456937
4,170,63,1981,6.5679445766,12,55.750752857,55.750752857
4,170,63,1981,,12,55.750752857,0
4,170,63,1981,6.5679445766,12,3.3407370961,3.3407370961
4,170,63,1981,,12,43.378843293,0
4,170,63,1981,,12,10.758399713,0
4,170,63,1981,6.5679445766,12,2.5497079134,2.5497079134
4,170,63,1981,6.9127590097,12,2.5497079134,2.5497079134
4,170,63,1981,,12,0.269371548,0
4,170,63,1981,4.2338966024,12,0.269371548,0.269371548
4,170,63,1981,,12,0.269371548,0
4,170,63,1981,6.5679445766,12,0.269371548,0.269371548
4,170,63,1981,6.5679445766,12,0.19330114,0.19330114
4,170,63,1981,9.078078098,12,0.19330114,0.19330114
4,170,63,1981,6.5679445766,12,30.040241661,30.040241661
4,170,63,1981,,12,30.040241661,0
4,170,63,1981,6.5679445766,12,17.404511078,17.404511078
4,170,63,1981,6.5679445766,12,0.2241919034,0.2241919034
4,170,63,1981,9.078078098,12,0.2241919034,0.2241919034
4,170,63,1981,6.5679445766,12,1.5336765767,1.5336765767
4,170,63,1981,,12,1.5336765767,0
4,170,63,1981,,12,1.5336765767,0
4,170,63,1981,1.08,12,1.5336765767,1.5336765767
4,170,63,1981,,12,1.5336765767,0
4,170,63,1981,6.5679445766,12,1.5336765767,1.5336765767
4,170,63,1981,6.5679445766,12,1.5336765767,1.5336765767
4,170,63,1981,,12,1.5336765767,0
4,170,63,1981,,12,1.5336765767,0
4,170,63,1981,6.5679445766,12,1.5336765767,1.5336765767
4,170,63,1981,1.08,12,1.5336765767,1.5336765767
4,170,63,1981,6.5679445766,12,1.9135091466,1.9135091466
4,170,63,1981,6.5679445766,12,1.9135091466,1.9135091466
4,170,63,1981,6.5679445766,12,1.9135091466,1.9135091466
4,170,63,1981,6.5679445766,12,1.9135091466,1.9135091466
4,170,63,1981,,12,0.06034708,0
4,170,63,1981,9.078078098,12,0.06034708,0.06034708
4,170,63,1981,6.5679445766,12,2.0797429338,2.0797429338
4,170,63,1981,,12,2.0797429338,0
4,170,63,1981,,12,2.0797429338,0
4,170,63,1981,6.5679445766,12,9.8084010337,9.8084010337
4,170,63,1981,9.078078098,12,9.8084010337,9.8084010337
4,170,63,1981,,12,9.8084010337,0
4,170,63,1981,24.265932881,12,9.8084010337,9.8084010337
4,170,63,1981,6.5679445766,12,1.0398714669,1.0398714669
4,170,63,1981,,12,1.0398714669,0
4,170,63,1981,1.08,12,1.0398714669,1.0398714669
4,170,63,1981,6.5679445766,12,7.0001405656,7.0001405656
4,170,63,1981,9.078078098,12,0.03068763,0.03068763
4,170,63,1981,6.5679445766,12,4.1102459364,4.1102459364
4,170,63,1981,6.5679445766,12,1.9400317127,1.9400317127
4,170,63,1981,,12,1.9400317127,0
4,170,63,1981,0.72,12,1.9400317127,1.9400317127
4,170,63,1981,6.5679445766,12,0.46576503,0.46576503
4,170,63,1981,9.078078098,12,0.46576503,0.46576503
4,170,63,1981,6.5679445766,12,41.391374331,41.391374331
4,170,63,1981,6.5679445766,12,4.0338909306,4.0338909306
4,170,63,1981,,12,4.0338909306,0
4,170,63,1981,,12,4.0338909306,0
4,170,63,1981,9.078078098,12,30.514115092,30.514115092
4,170,63,1981,6.5679445766,12,4.8595641571,4.8595641571
4,170,63,1981,,12,4.8595641571,0
4,170,63,1981,,12,4.8595641571,0
4,170,63,1981,,12,4.8595641571,0
4,170,63,1981,,12,4.8595641571,0
4,170,63,1981,6.5679445766,12,4.8595641571,4.8595641571
4,170,63,1981,6.5679445766,12,1.0268064918,1.0268064918
4,170,63,1981,9.078078098,12,1.0268064918,1.0268064918
4,170,63,1981,9.078078098,12,0.77651815,0.77651815
4,170,63,1981,6.5679445766,12,0.77651815,0.77651815
4,170,63,1981,9.078078098,12,17.650160653,17.650160653
4,170,63,1981,6.5679445766,12,2.6955260891,2.6955260891
4,170,63,1981,21.857454995,12,2.6955260891,2.6955260891
4,170,63,1981,,12,2.6955260891,0
4,170,63,1981,6.5679445766,12,6.7136306175,6.7136306175
4,170,63,1981,6.5679445766,12,1.725136697,1.725136697
4,170,63,1981,,12,1.725136697,0
4,170,63,1981,24.958111241,12,1.725136697,1.725136697
4,170,63,1981,6.5679445766,12,4.2967235952,4.2967235952
4,170,63,1981,6.5679445766,12,0.5159339661,0.5159339661
4,170,63,1981,6.5679445766,12,0.1587520601,0.1587520601
4,170,63,1981,9.9356946296,,0.1587520601,0.1587520601
4,170,63,1981,6.5679445766,12,0.2385744198,0.2385744198
4,170,63,1981,,12,0.2385744198,0
4,170,63,1981,1.08,12,0.2385744198,0.2385744198
4,170,63,1981,1.08,12,0.0803070933,0.0803070933
4,170,63,1981,,12,0.0803070933,0
4,170,63,1981,6.5679445766,12,0.0803070933,0.0803070933
4,170,63,1981,,12,0.01237186,0
4,170,63,1981,,12,2.9329484917,0
4,170,63,1981,6.5679445766,12,6.0865338348,6.0865338348
4,170,63,1981,6.5679445766,12,1.3562326693,1.3562326693
4,170,63,1981,,12,1.3562326693,0
4,170,63,1981,1.08,12,1.3562326693,1.3562326693
4,170,63,1981,1.08,12,0.4520775598,0.4520775598
4,170,63,1981,,12,0.4520775598,0
4,170,63,1981,9.078078098,12,0.01778833,0.01778833
4,170,63,1981,6.5679445766,12,0.0896219794,0.0896219794
4,170,63,1981,,12,0.0896219794,0
4,170,63,1981,1.8392123631,12,0.0896219794,0.0896219794
4,170,63,1981,,12,0.0542390129,0
4,170,63,1981,22.30965572,12,0.0542390129,0.0542390129
4,170,63,1981,,12,0.0542390129,0
4,170,63,1981,,12,0.0542390129,0
4,170,63,1981,3.1718672256,12,0.0542390129,0.0542390129
4,170,63,1981,2.9085699277,12,0.0542390129,0.0542390129
4,170,63,1981,9.078078098,12,0.0155723,0.0155723
4,170,63,1981,6.5679445766,12,6.1829627417,6.1829627417
4,170,63,1981,6.5679445766,12,2.3918009896,2.3918009896
4,170,63,1981,,12,2.3918009896,0
4,170,63,1981,22.944677764,12,2.3918009896,2.3918009896
4,170,63,1981,6.5679445766,12,0.6093083522,0.6093083522
4,170,63,1981,,12,2.3097153741,0
4,170,63,1981,,12,2.1950174297,0
4,170,63,1981,,12,4.4911592821,0
4,170,63,1981,,12,4.4911592821,0
4,170,63,1981,6.5679445766,12,4.4911592821,4.4911592821
4,170,63,1981,1.08,12,4.4911592821,4.4911592821
4,170,63,1981,6.5679445766,12,3.0437307892,3.0437307892
4,170,63,1981,,12,3.0437307892,0
4,170,63,1981,,12,3.0437307892,0
4,170,63,1981,3.4620787415,12,3.0437307892,3.0437307892
4,170,63,1981,6.5679445766,12,0.4453835942,0.4453835942
4,170,63,1981,9.078078098,12,0.4453835942,0.4453835942
4,170,63,1981,9.078078098,12,0.04417951,0.04417951
4,170,63,1981,6.5679445766,12,0.04417951,0.04417951
4,170,63,1981,6.5679445766,12,6.9338508688,6.9338508688
4,170,63,1981,,12,6.9338508688,0
4,170,63,1981,1.44,12,6.9338508688,6.9338508688
4,170,63,1981,0.72,12,6.2180285619,6.2180285619
4,170,63,1981,,12,6.2180285619,0
4,170,63,1981,6.5679445766,12,6.2180285619,6.2180285619
4,170,63,1981,6.5679445766,12,0.0800959965,0.0800959965
4,170,63,1981,9.078078098,12,0.0800959965,0.0800959965
4,170,63,1981,9.078078098,12,24.82344853,24.82344853
4,170,63,1981,6.5679445766,12,24.82344853,24.82344853
4,170,63,1981,0.72,12,24.82344853,24.82344853
4,170,63,1981,1.44,12,24.82344853,24.82344853
4,170,63,1981,0.2126182848,12,24.82344853,24.82344853
4,170,63,1981,3.0911887871,12,0.3197571106,0.3197571106
4,170,63,1981,2.8108517098,12,0.3197571106,0.3197571106
4,170,63,1981,,12,0.3197571106,0
4,170,63,1981,6.5679445766,12,0.3197571106,0.3197571106
4,170,63,1981,,12,0.3197571106,0
4,170,63,1981,22.029626115,12,0.3197571106,0.3197571106
4,170,63,1981,19.625346469,12,1.7472807298,1.7472807298
4,170,63,1981,6.5679445766,12,1.7472807298,1.7472807298
4,170,63,1981,6.9127590097,12,1.7472807298,1.7472807298
4,170,63,1981,4.4293217825,12,53.255545061,53.255545061
4,170,63,1981,,12,53.255545061,0
4,170,63,1981,0.337818012,12,0.9918422,0.9918422
4,170,63,1981,9.078078098,12,30.334539966,30.334539966
4,170,63,1981,9.078078098,12,8.76421465,8.76421465
4,170,63,1981,6.5679445766,12,8.76421465,8.76421465
4,170,63,1981,,12,8.76421465,0
4,170,63,1981,2.8416201919,12,2.028867206,2.028867206
4,170,63,1981,2.8416201919,12,2.0065985207,2.0065985207
4,170,63,1981,2.8416201919,12,1.8803382288,1.8803382288
4,170,63,1981,2.8416201919,12,2.0319388897,2.0319388897
4,170,63,1981,2.8416201919,12,2.0168901331,2.0168901331
4,170,63,1981,2.8416201919,12,1.9874592787,1.9874592787
4,170,63,1981,2.8416201919,12,2.0512169329,2.0512169329
4,170,63,1981,2.8416201919,12,1.9779513979,1.9779513979
4,170,63,1981,,12,2.0431340092,0
4,170,63,1981,,12,1.9213063054,0
4,170,63,1981,2.8416201919,12,1.9294604495,1.9294604495
4,170,63,1981,2.8416201919,12,1.9070587653,1.9070587653
4,170,63,1981,2.8416201919,12,1.9968947738,1.9968947738
4,170,63,1981,2.8416201919,12,2.0972149906,2.0972149906
4,170,63,1981,2.8416201919,12,1.9696227148,1.9696227148
4,170,63,1981,2.8416201919,12,2.0287781279,2.0287781279
4,170,63,1981,2.8416201919,12,1.9865347181,1.9865347181
4,170,63,1981,2.8416201919,12,1.926740394,1.926740394
4,170,63,1981,2.8416201919,12,1.9873736003,1.9873736003
4,170,63,1981,,12,2.0161292821,0
4,170,63,1981,2.8416201919,12,1.8923703374,1.8923703374
4,170,63,1981,2.8416201919,12,2.0664436478,2.0664436478
4,170,63,1981,1.6633819519,12,1.9280631054,1.9280631054
